Phone Number Combined,Company Name,Primary SIC Code Description,Company Website,Location Address,Location City,Location State,Location ZIP Code,Executive First Name,Home Business,Credit Rating,Advertising Expense,Latitude,Longitude,Company Description
(650) 992-3915,Brignoli Landscaping & Mntnc,Lawn & Grounds Maintenance,,,San Francisco,CA,94132,John J,No,Very Good,"Less than $5,000",037.721935,-122.480913,
(650) 994-3836,Broadmoor Family Dental,Dentists,,2386 Junipero Serra Blvd,Daly City,CA,94015,Lisa,No,Excellent,"$10,000 to $20,000",037.693544,-122.471103,
(650) 539-9376,Broadmoor Reliable Garage Door,Doors-Garage,http://Broadmoorreliablegaragedoors.Weebly.Com,301 87th St # 202,Daly City,CA,94015,,No,Very Good,"$20,000 to $50,000",037.693201,-122.474281,
(650) 731-4255,Broaster Chicken,Restaurants,,243 Westlake Ctr,Daly City,CA,94015,Song,No,Very Good,"$5,000 to $10,000",037.700301,-122.482754,
(650) 755-2100,Broaster Chicken,Restaurants,,323 S Mayfair Ave,Daly City,CA,94015,Song,No,Excellent,"Less than $5,000",037.701948,-122.481778,
(415) 334-5900,Budget Blinds,Window Treatments,http://Budgetblinds.Com,278 Chester Ave,San Francisco,CA,94132,Alex,Yes,Very Good,"$10,000 to $20,000",037.711167,-122.470686,
(650) 997-3021,Buffalo Wild Wings Grill & Bar,Restaurants,http://Buffalowildwings.Com,5b Serramonte Ctr,Daly City,CA,94015,,No,Excellent,"$100,000 to $250,000",037.673986,-122.470842,
(650) 994-4367,Burger King,Restaurants,http://Bk.Com,111 Colma Blvd,Colma,CA,94014,Julio,No,Excellent,"$50,000 to $100,000",037.677054,-122.467000,"Burger King IN Colma, CA Home Of The Whopper Sandwich, Is Known For Fast Food Burgers, Breakfast, Lunch And Dinner."
(650) 755-4040,Burger King,Restaurants,http://Bk.Com,898 John Daly Blvd,Daly City,CA,94015,Patricia,No,Excellent,"$50,000 to $100,000",037.701642,-122.484384,"Burger King IN Daly City, CA Home Of The Whopper[?] Sandwich, Is Known For Fast Food, Burgers, Breakfast, Lunch And Dinner."
(650) 755-1941,Burgermeister,Restaurants,,507 Westlake Ctr,Daly City,CA,94015,Paul,No,Excellent,"$20,000 to $50,000",037.699654,-122.482347,"Established IN 1953, Burgermeister Is A Family-Owned Restaurant That Specializes IN Burgers. Its Menu Includes The Meister Burger, Bacon Cheeseburger, Mushroom And Onion Burger And Turkey Burger. Burgermeister Also Serves Mango Burger, Garden Burger, Bocca Burger And Vegan Patty. It Offers Catering Services For Barbecues, Birthdays, Box Lunches, Cocktail Parties, Corporate Events, Fundraisers, Retirement Parties, And Bridal And Baby Showers. Burgermeister Maintains One Of Its Locations IN Daly City, Calif."
(650) 992-6363,Burma Cafe,Restaurants,http://Burma-Cafe.Com,63 Saint Francis Sq,Daly City,CA,94015,Connie,No,Excellent,"$5,000 to $10,000",037.675215,-122.479914,
(650) 755-2548,Bush Dental Ceramics,Clinics,,48 Park Plaza Dr # 337,Daly City,CA,94015,Younes,No,Good,"Less than $5,000",037.701006,-122.481954,
(415) 774-6662,Butterfly Auto,Automobile Repairing & Service,http://Butterflyautos.Com,1618 Sullivan Ave # 311,Daly City,CA,94015,,No,Very Good,"$5,000 to $10,000",037.687333,-122.472598,Mobile Mechanic
(650) 756-2082,Cal Auto Body Shop,Automobile Body-Repairing & Painting,http://Calautobodysf.Com,1132 Hillside Blvd,Daly City,CA,94014,Nana,No,Excellent,"$10,000 to $20,000",037.687454,-122.460760,
(415) 678-9965,Cal Vet Solar Works,Business Services NEC,,6000 Mission St,Daly City,CA,94014,Michael,No,Good,"Less than $5,000",037.708013,-122.455700,
(650) 756-7713,Calcare Home Health Care-Hspc,Health Services,http://Calcarehc.Com,455 Hickey Blvd # 505,Daly City,CA,94015,Tabasum,No,Very Good,"$10,000 to $20,000",037.664069,-122.468074,
(714) 482-2151,California Fish Grill,Restaurants,http://Cafishgrill.Com,153 Serramonte Ctr # C,Daly City,CA,94015,Lilia,No,Very Good,"$5,000 to $10,000",037.670756,-122.468905,
(650) 994-3238,California Skin Institute,Physicians & Surgeons,http://Californiaskininstitute.Com,1800 Sullivan Ave # 403,Daly City,CA,94015,Devin,No,Excellent,"Less than $5,000",037.680921,-122.474772,
(650) 756-1900,Campus Heights Dental Care,Dentists,http://Campusheightsdental.Com,901 Campus Dr # 304,Daly City,CA,94015,Mila,No,Excellent,"$20,000 to $50,000",037.665400,-122.475883,
(650) 994-1971,Canton Dim Sum-Seafood Rstrnt,Restaurants,,250 90th St,Daly City,CA,94015,,No,Very Good,"$5,000 to $10,000",037.691325,-122.471539,
(650) 301-5020,Car Max Auto Superstore,Automobile Dealers-Used Cars,http://Carmax.Com,401 Serramonte Blvd,Colma,CA,94014,Davi,No,Excellent,"Over $250,000",037.698953,-122.454615,
(650) 756-6360,Car Solutions,Automobile Repairing & Service,,525 Sylvan St,Daly City,CA,94014,Augusto,No,Very Good,"Less than $5,000",037.688540,-122.460395,
(650) 994-9009,Carl's Jr/Green Burrito,Restaurants,http://Carlsjr.Com,2434 Junipero Serra Blvd,Daly City,CA,94015,Julie,No,Excellent,"$20,000 to $50,000",037.692313,-122.471590,
(650) 991-4422,Castle Dental Ctr,Dentists,http://Castlelab.Com,30 Hill St,Daly City,CA,94014,Norman,No,Excellent,"$10,000 to $20,000",037.689148,-122.469143,
(415) 585-4308,Castle Painting,Painters,http://Castlepainting.Com,12 Higuera Ave,San Francisco,CA,94132,Roman,No,Excellent,"$5,000 to $10,000",037.718602,-122.483413,
(650) 994-2822,Catch Twenty Two,Beauty Salons,,22 W Market St,Daly City,CA,94014,,No,Very Good,"Less than $5,000",037.689954,-122.466288,
(650) 755-1668,CBC Life Financial Svc,Financial Advisory Services,,333 Gellert Blvd # 102a,Daly City,CA,94015,Kenny,No,Excellent,"$100,000 to $250,000",037.666653,-122.466813,
(650) 997-0302,Cdg Corp,Insurance,,333 Gellert Blvd # 232,Daly City,CA,94015,,No,Very Good,"Less than $5,000",037.666653,-122.466813,
(650) 301-3020,Celias Mexican Restaurant,Restaurants,http://Celiasrestaurants.Com/Dalycity.Html,379 Gellert Blvd,Daly City,CA,94015,Fernando,No,Excellent,"$20,000 to $50,000",037.664602,-122.466969,"Celia's Mexican Restaurant Is A Chain Of Family-Owned Eating Establishments That Provides A Range Of Food Services. Its Restaurants Offers Mexican-Style Food Items, Such As Salads, Hot Wings, Soups, Enchiladas, Tacos, Fajitas, Sandwiches And Seafood Items. The Chain Serves Clients IN The San Francisco Bay Area. Operational For More Than 30 Years, Celia's Mexican Restaurant S Eating Establishments Also Provide Refried And Whole Beans. Its Restaurants Offer Catering Services."
(650) 991-9800,Centerpointe Learning Inst,Junior-Community College-Tech Institutes,http://Afternic.Com,6678 Mission St,Daly City,CA,94014,Maggie,No,Institution Or Government,,037.701627,-122.463482,
(650) 755-7373,Certified Electric,Electric Contractors,,,Daly City,CA,94015,,No,Very Good,"Less than $5,000",037.680537,-122.478908,
(650) 758-6036,Champs Sports,Sporting Goods-Retail,http://Champssports.Com,122 Serramonte Ctr,Daly City,CA,94015,,No,Very Good,"$50,000 to $100,000",037.671161,-122.468053,
(650) 991-9122,Chase Bank,Banks,http://Chase.Com,2800 Junipero Serra Blvd,Daly City,CA,94015,Corey,No,Excellent,"$50,000 to $100,000",037.690041,-122.471921,"Chase, A Subsidiary Of The Jpmorgan Chase & Co., Offers Consumer And Commercial Banking Solutions To Its Customers And Clients. Jpmorgan Chase & Co. Is One Of The Leading Global Financial Institutions With Operations IN More Than 60 Countries. Based IN Daly City, Calif., The Bank Provides A Suite Of Banking Services, Including Investment Banking, Financial Services For Consumers, Small Business And Commercial Banking, Financial Transaction Processing, Asset Management And Private Equity. It Also Provides Online Banking, Business Credit Cards, Home Equity Loans, Auto Finance And Education Finance. Additionally, Chase Offers An Array Of Financial Solutions For Every Stage Of Investing, Including Mutual Funds, Annuities And Professionally Managed Accounts."
(650) 994-2903,Chase Bank,Banks,http://Chase.Com,326 Gellert Blvd,Daly City,CA,94015,Mirav,No,Excellent,"$50,000 to $100,000",037.667082,-122.468832,
(650) 301-1700,Chase Bank,Banks,http://Chase.Com,5 Southgate Ave,Daly City,CA,94015,William,No,Excellent,"$50,000 to $100,000",037.698073,-122.480752,
(415) 315-5000,Chase Home Finance,Real Estate Loans,,355 Gellert Blvd # 241,Daly City,CA,94015,,No,Excellent,"$50,000 to $100,000",037.666299,-122.468609,
(650) 755-0277,Chen Amanda DDS-Orthodontics,Dentists,http://Jueikaodmd.Com,7455 El Camino Real #K,Daly City,CA,94014,,No,Excellent,"$20,000 to $50,000",037.698953,-122.454615,
(650) 755-9447,Chevron,Service Stations-Gasoline & Oil,http://Chevronwithtechron.Com,892 John Daly Blvd,Daly City,CA,94015,Maria,No,Excellent,"$10,000 to $20,000",037.701947,-122.484266,
(415) 333-9013,Chhandam School-Kathak Dance,Dancing Instruction,http://Kathak.Org,32 Saint Charles Ave,San Francisco,CA,94132,Celine,Yes,Very Good,"Less than $5,000",037.713411,-122.469594,
(650) 636-4836,Chibog Restaurant,Restaurants,http://Chibogrestaurant.Com,2055 Gellert Blvd,Daly City,CA,94015,,No,Excellent,"$5,000 to $10,000",037.649747,-122.454285,
(650) 994-2221,Chick & Coop 3,Restaurants,,7370 Mission St,Daly City,CA,94014,Angelo,No,Very Good,"Less than $5,000",037.690221,-122.466248,
(650) 757-4587,Chipotle Mexican Grill,Restaurants,http://Chipotle.Com,213 Westlake Ctr,Daly City,CA,94015,,No,Excellent,"$50,000 to $100,000",037.700308,-122.482757,
(650) 992-8889,Chop Stix,Restaurants,http://Ww3.Chopstixmission.Com,6860 Mission St,Daly City,CA,94014,,No,Very Good,"Less than $5,000",037.698223,-122.464566,
(650) 755-7773,"Choppelas, Nicholas G OD",Optometrists OD,,901 Campus Dr # 205,Daly City,CA,94015,Nicholas G,No,Excellent,,037.665400,-122.475883,
(650) 758-6370,Chris Cheng-State Farm Ins,Insurance Consultants & Advisors,http://Agentchrischeng.Com,6018 Mission St # B,Daly City,CA,94014,Chris,No,Good,"Less than $5,000",037.707927,-122.455995,"Our Mission Is To Help People Manage The Risks Of Everyday Life, Recover From The Unexpected And Realize Their Dreams."
(650) 754-1300,City Heights Dental,Dentists,,2055 Gellert Blvd # 4,Daly City,CA,94015,Maria,No,Excellent,"$5,000 to $10,000",037.649747,-122.454285,
(650) 757-1656,City Kebabs & Gyros Inc,Restaurants,http://Citykebabsandgyros.Com,2408 Junipero Serra Blvd # A,Daly City,CA,94015,,No,Very Good,"$5,000 to $10,000",037.692994,-122.471337,
(650) 756-4226,City Overhead Doors,Doors-Garage,http://Cityoverheaddoors.Com,5976 Mission St,San Francisco,CA,94112,Ronald,No,Excellent,"$50,000 to $100,000",037.708321,-122.454639,
(415) 859-5676,City Pet Hospital,Animal Hospitals,http://Thecitypethospital.Com,170 Skyline Plz,Daly City,CA,94015,,No,Very Good,"$5,000 to $10,000",037.682669,-122.488179,
(650) 755-5500,City Toyota,Automobile Dealers-New Cars,http://Citytoyota.Com,255 San Pedro Rd,Daly City,CA,94014,Dave,No,Excellent,"$50,000 to $100,000",037.686457,-122.469486,"City Toyota Is A Full-Service Automobile Dealership That Offers New Vehicles From Toyota. Its Range Of Models Includes The Tacoma, Camry, Corolla, Tundra, Highlander, Xb And Xd. The Dealership Also Sells Pre-Owned Vehicles From Acura, Bmw, Honda, Lexus, Mitsubishi, Nissan And Scion. City Toyota Operates A Service Department That Provides Automotive Repair And Maintenance, Brake Inspection, Wheel Alignment, Accessory Installation, And Tire Rotation And Replacement Services. The Dealership Additionally Sells Vehicle Parts And Accessories, As Well As Offers Online Ordering Options. It Provides Financing Services Through Third-Party Lenders. City Toyota Offers Online Payment Calculators And Car Information. The Dealership Provides Cars On A Rental Basis."
(650) 993-8159,City Wide Plumbing,Plumbing Contractors,,226 88th St,Daly City,CA,94015,,No,Very Good,"Less than $5,000",037.692745,-122.472924,
(650) 756-6996,City-County Auto Sales-Leasing,Automobile Dealers-New Cars,,375 S Mayfair Ave # 207,Daly City,CA,94015,Lito,No,Very Good,"$20,000 to $50,000",037.701069,-122.484864,
(650) 758-4500,Claire's Pastries & Restaurant,Restaurants,http://Clairespastriesandrestaurant.Netwaiter.C,6259 Mission St,Daly City,CA,94014,Jacinta,No,Very Good,"Less than $5,000",037.706007,-122.460244,
(650) 757-8286,Clear Vision Eye Care,Optometrists OD,,7380 Mission St,Daly City,CA,94014,Kosta,No,Excellent,"Less than $5,000",037.690069,-122.465977,
(650) 997-3266,Clearchoice Dental Implant Ctr,Dentists,http://Clearchoice.Com,455 Hickey Blvd,Daly City,CA,94015,Michelle,No,Excellent,"$10,000 to $20,000",037.663158,-122.466967,
(650) 757-1688,Clickaway-Verizon Auth Rtlr,Cellular Telephones (Services),http://Verizon.Com,346 Gellert Blvd,Daly City,CA,94015,Eugene,No,Very Good,"$100,000 to $250,000",037.666356,-122.468871,
(650) 756-7110,Colma Auto Body Shop Inc,Automobile Body-Repairing & Painting,http://Autobodyalliance.Com,7252 Mission St,Daly City,CA,94014,Marta,No,Excellent,"$10,000 to $20,000",037.692353,-122.465612,
(650) 992-0867,Colma Auto Sales & Brokers,Automobile Dealers-Used Cars,,7001 Mission St,Daly City,CA,94014,Abe,No,Excellent,"$50,000 to $100,000",037.695606,-122.464348,
(415) 846-8300,Comfort Seventh Street Grill,Restaurants,,2600 Geneva Ave,Daly City,CA,94014,,No,Very Good,"$5,000 to $10,000",037.706980,-122.419652,
(650) 755-2056,Conching Great Cuts,Beauty Salons,,7123 Mission St,Daly City,CA,94014,Frances,No,Very Good,"Less than $5,000",037.693984,-122.464545,
(650) 758-1209,Consumer Credit Counseling Svc,Financial Advisory Services,http://Moneymanagement.Org,,Daly City,CA,94015,,No,Excellent,"$20,000 to $50,000",037.680537,-122.478908,
(415) 452-4270,Continuum Tile Co Tile Contrs,Tile-Ceramic-Contractors & Dealers,,6 Rivas Ave,San Francisco,CA,94132,Dan,Yes,Very Good,"Less than $5,000",037.717414,-122.481611,
(650) 878-8829,Corpuz Tax & Bookkeeping,Tax Return Preparation & Filing,,4174 Callan Blvd,Daly City,CA,94015,Bernadett,Yes,Very Good,"Less than $5,000",037.653824,-122.468735,
(650) 757-0103,"Costales-Teoti, Angelita U DDS",Dentists,,7311 Mission St # K,Daly City,CA,94014,Angelita U,No,Excellent,,037.691158,-122.465412,
(650) 994-4395,County Of San Mateo,Massage Therapists,,375 89th St,Daly City,CA,94015,Stephen G,No,Very Good,"Less than $5,000",037.691771,-122.473964,
(650) 755-5237,Crunch,Health Clubs Studios & Gymnasiums,http://Crunch.Com,60 Serramonte Ctr,Daly City,CA,94015,Mahogany,No,Excellent,"$20,000 to $50,000",037.673917,-122.469797,
(650) 994-1161,"Cruz, Diana DDS",Dentists,,341 Gellert Blvd # B,Daly City,CA,94015,Diana,No,Excellent,,037.666908,-122.467890,
(650) 755-6070,Cybelle's Pizza,Pizza,http://Cybelles.Com,2985 Junipero Serra Blvd,Daly City,CA,94014,Marcos,No,Very Good,"Less than $5,000",037.687121,-122.469934,
(650) 757-2008,Cyo Athletics Gym,Exercise & Physical Fitness Programs,,699 Serramonte Blvd,Daly City,CA,94015,,No,Very Good,"$5,000 to $10,000",037.668026,-122.477465,
(650) 756-1334,D & J Auto Body,Automobile Body-Repairing & Painting,http://Djautobody.Net,7232 Mission St,Daly City,CA,94014,Kingston,No,Excellent,"$10,000 to $20,000",037.692774,-122.465457,
(650) 757-1962,D'Garcis Auto Body & Shop Inc,Automobile Body-Repairing & Painting,,254 San Pedro Rd,Daly City,CA,94014,Ernesto,No,Excellent,"$5,000 to $10,000",037.686796,-122.469539,
(650) 583-0888,D'Sign Cut & Color,Beauty Salons,,1000 King Dr,Daly City,CA,94015,,No,Very Good,"Less than $5,000",037.650520,-122.469570,
(650) 758-1919,Dae Jang Kum,Restaurants,,235 Southgate Ave,Daly City,CA,94015,,No,Excellent,"$5,000 to $10,000",037.697121,-122.484272,
(650) 419-8657,Daly City Appliance Repair Men,Appliances-Household-Major-Repairing,http://Dalycityappliancerepairmen.Us,45 San Pedro Rd,Daly City,CA,94014,Demarcus,No,Good,"$10,000 to $20,000",037.698953,-122.454615,"Call Today 650-419-8657, For A 5 Star Appliance Repair Service If You Are Located Near Daly City OR IN San Mateo County For Same Day OR Next Day Appointment For A Small Diagnostic Fee, Cheaper Than The Industry Average (Appliance Blue Book Pricing) Which Goes Toward The Repair Price. The Appliance Repair Men Provides Service For Appliance Repair At An Affordable Price. All Appliance Repair Technicians IN Daly City Work On All Major Appliances 24/7 Everyday Anytime And Also Offer Same Day Service Accepting All Major Credit Cards. We Only Use The Best Technicians IN The San Mateo County Area That Are Reliable, Honest And Professional. They All Provide Service For Washer Repair, Dryer Repair, Dishwasher Repair, Oven Repair, Stove Repair, Freezer Repair, Range Repair, Cooktop Repair, Refrigerator Repair, Wine Cooler Repair, Ice Machine Repair, Ice Maker Repair, Garbage Disposal Repair, Walk IN Freezer Repair, Commercial Appliance Repair, Residential Appliance Repair, Pizza Oven Repair, Air Conditioner Repair, Central Air Repair, Etc. Amana Repair, Bosch Repair, Dacor Repair, Dryer Repair,Electrolux Repair, Frigidaire Repair, Ge Monogram Repair, Ge Repair, Haier Repair, Hotpoint, Ice Machine Repair, Ice Maker Repair, Jenn-Air Repair, Kenmore Repair, Kitchenaid Repair, Lg Repair, Maytag Repair, Miele Repair, Roper Repair, Samsung Repair, Sears Repair, Sub Zero Repair, Thermador Repair, Uline Repair, Viking Repair, Whirlpool Repair, Wolf Repair, Danby, Broan, Speed Queen, Lg Studio, Marvel, Lynx, American Range, Bertazzoni, Asko, Vent A Hood, Waste King, Liebherr, Fisher & Paykel, Whirlpool Gold, Whirlpool Energy Star, Whirlpool Smart, Whirlpool Sidekicks, Frigidaire Gallery, Frigidaire Professional , Kitchenaid Architect, Bosch Benchmark, Liebherr Premium Plus, Ge Cafe, Ge Monogram, Ge Profile, Ge Artistry, Kitchenaid Superba, Kitchenaid Pro Line Series, Kitchenaid Architect C Series, Kitchenaid Architect S Series, Kitchenaid Classic Series, Bosch 500 Series, Bosch 800 Series, Kenmore Elite, Sub-Zero Pro 48, Sub-Zero Bi-30u, Lg Studio, Lg Turbowash, Lg Stackable, Lg Steam, Lg Steamdryer, Lg French 3-Door, Samsung Chef Collection, Samsung Aquajet, Samsung Superspeed, Maytag Maxima, Maytag Bravos, Whirlpool Duet, Whirlpool Cabrio, General Electric Monogram, Bosch Axxis, Ge True Temp, Ge Triton, Bosch Ascenta, Bosch Nexxt, Bosch Exxcel, Bosch Sensotronic, Bosch Classix, Bosch Logixx, Ge Profile Advantium, Maytag Atlantis And Many More Brands."
